Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Sales_scaled,Profit_scaled,Quantity_bin,Quantity_cat
11/30/2015,12-04-2015,Standard Class,Janet Lee,Consumer,United States,New York City,New York,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,23.66,7.0,0.0,10.8836,0.008281148117551212,0.45785612919989616,1,Medium
11/21/2016,11/25/2016,Second Class,Denise Monton,Corporate,United States,Des Moines,Iowa,Central,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,40.46,7.0,0.0,19.8254,0.014273708781526933,0.5390948521007884,1,Medium
3/16/2017,3/16/2017,Same Day,Susan Pistek,Consumer,United States,Columbus,Ohio,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2.0,0.2,3.389,0.019183328125512752,0.38976561804408544,0,Low
11/23/2017,11/27/2017,Standard Class,Alan Hwang,Consumer,United States,Dallas,Texas,Central,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,195.96,5.0,0.2,19.596,0.0697405649272546,0.5370106897360001,0,Low
12-08-2017,12/14/2017,Standard Class,Denise Monton,Corporate,United States,San Francisco,California,West,OFF-PA-10003022,Office Supplies,Paper,Standard Line âWhile You Were Outâ Hardbound Telephone Message Book,87.92,4.0,0.0,40.4432,0.031202692657258346,0.7264132601423481,0,Low
02-03-2017,02-08-2017,Standard Class,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",285.552,2.0,0.2,35.694,0.10169803486814227,0.6832654663199726,0,Low
10/23/2017,10/24/2017,First Class,Adam Hart,Corporate,United States,Cranston,Rhode Island,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4.0,0.0,14.7,0.012326126565734823,0.49252917736457946,0,Low
12/19/2016,12/24/2016,Second Class,Mark Haberlin,Corporate,United States,New York City,New York,East,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3.0,0.2,11.5587,0.012057888136014005,0.4639895991757838,0,Low
8/29/2017,09-04-2017,Standard Class,Rick Wilson,Corporate,United States,Los Angeles,California,West,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,148.02,3.0,0.0,41.4456,0.05264036503255245,0.7355203410249282,0,Low
10-11-2014,10/16/2014,Standard Class,Dean percer,Home Office,United States,Seattle,Washington,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345.0,5.0,0.0,58.65,0.12290313881766778,0.8918270672183246,0,Low
10/22/2017,10/26/2017,Standard Class,Paul Stevenson,Home Office,United States,Tulsa,Oklahoma,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4.0,0.0,12.0252,0.012839774622647028,0.4682278805322519,0,Low
09-04-2017,09-08-2017,Standard Class,Ralph Arnett,Consumer,United States,Los Angeles,California,West,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,1.0,0.2,1.7375,0.0018248774021964163,0.3747612843673287,0,Low
11/18/2016,11/22/2016,Standard Class,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.848,2.0,0.2,15.8756,0.017265708713040524,0.5032098280884034,0,Low
3/18/2014,3/21/2014,Second Class,Eileen Kiefer,Home Office,United States,San Francisco,California,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10.0,0.15,70.49,0.42728598354328695,0.9993967376590152,2,High
12/20/2014,12/23/2014,Second Class,Michael Chen,Consumer,United States,Los Angeles,California,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,5.0,0.2,50.414,0.05517293531316124,0.8170007322732634,0,Low
2/17/2017,2/22/2017,Standard Class,Julie Kriz,Home Office,United States,Chicago,Illinois,Central,TEC-PH-10002789,Technology,Phones,LG Exalt,124.792,1.0,0.2,10.9193,0.04435493651452697,0.4581804735609377,0,Low
5/23/2017,5/27/2017,Standard Class,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,48.816,3.0,0.2,-11.5938,0.01725429431177581,0.2536427415002699,0,Low
11-03-2017,11-07-2017,Standard Class,Jack O'Briant,Corporate,United States,Seattle,Washington,West,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,18.368,4.0,0.2,5.9696,0.006393491508398859,0.4132110818565217,0,Low
03-10-2016,3/13/2016,First Class,Rick Huthwaite,Home Office,United States,Los Angeles,California,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3.0,0.0,5.1015,0.009419021243627555,0.40532415357024104,0,Low
08-12-2014,8/16/2014,Standard Class,Duane Huffman,Home Office,United States,Miami,Florida,South,OFF-PA-10000295,Office Supplies,Paper,Xerox 229,31.104,6.0,0.2,10.8864,0.010936423211755692,0.45788156797331114,1,Medium
08-08-2014,08-12-2014,Standard Class,Matt Abelman,Home Office,United States,Trenton,Michigan,Central,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.535,3.0,0.1,37.23,0.059601366303831387,0.6972204505933595,0,Low
08-10-2017,8/15/2017,Standard Class,Ivan Liston,Consumer,United States,Columbus,Indiana,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,70.08,6.0,0.0,35.04,0.024839163952179364,0.6773236956723196,1,Medium
10/22/2017,10/28/2017,Standard Class,Marina Lichtenstein,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,31.68,4.0,0.2,11.088,0.011141882434520575,0.4597131596591932,0,Low
9/27/2015,9/30/2015,Second Class,Helen Wasserman,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,25.92,4.0,0.0,12.4416,0.009087290206871755,0.47201098955011533,0,Low
8/26/2014,09-01-2014,Standard Class,Paul Prost,Home Office,United States,Newark,Delaware,East,OFF-AR-10003770,Office Supplies,Art,Newell 340,8.64,3.0,0.0,2.5056,0.002923513523925299,0.38173968503164407,0,Low
2/16/2017,2/21/2017,Standard Class,Joy Smith,Consumer,United States,Decatur,Illinois,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",7.692,1.0,0.6,-3.6537,0.002585361886458097,0.32578074321193595,0,Low
2/18/2015,2/24/2015,Standard Class,Guy Thornton,Consumer,United States,Long Beach,California,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.544,1.0,0.2,-0.8886,0.012520171387234989,0.35090244048689817,0,Low
5/21/2016,5/26/2016,Standard Class,Alejandro Savely,Corporate,United States,Dallas,Texas,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,2.0,0.8,-3.2406,0.0005421840600739938,0.32953387081827457,0,Low
11-08-2015,11/14/2015,Standard Class,Helen Abelman,Consumer,United States,Franklin,Massachusetts,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,5.0,0.0,3.3785,0.003997180642887616,0.3896702226437791,0,Low
5/18/2017,5/23/2017,Standard Class,Susan Gilcrest,Corporate,United States,Mcallen,Texas,Central,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928,2.0,0.2,0.6696,0.00302624313530774,0.36505911789236134,0,Low
4/25/2015,4/30/2015,Standard Class,Trudy Schmidt,Consumer,United States,Milwaukee,Wisconsin,Central,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5.0,0.0,16.17,0.02044105246486861,0.5058845334074693,0,Low
2/29/2016,03-04-2016,Standard Class,Lena Cacioppo,Consumer,United States,Newark,Ohio,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,111.104,7.0,0.2,8.3328,0.039472426373544846,0.4346814066188055,1,Medium
11/22/2016,11/26/2016,Standard Class,Todd Boyes,Corporate,United States,New York City,New York,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2.0,0.0,11.1664,0.014066822758603962,0.460425445314814,0,Low
11/21/2017,11/24/2017,First Class,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,39.296,4.0,0.2,3.9296,0.0138585099355229,0.39467711836842984,0,Low
05-01-2017,05-02-2017,First Class,Arthur Gainer,Consumer,United States,Coral Springs,Florida,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,314.352,3.0,0.2,-15.7176,0.11197099600638634,0.21617687942566524,0,Low
11-12-2016,11/15/2016,Second Class,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2.0,0.0,8.991,0.006968491972108911,0.44066133542658104,0,Low
5/31/2015,06-02-2015,First Class,Stephanie Phelps,Corporate,United States,San Jose,California,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4.0,0.0,48.5392,0.03748061335285196,0.7999676564166581,0,Low
12-06-2016,12-12-2016,Standard Class,Greg Tran,Consumer,United States,Seattle,Washington,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792,1.0,0.2,13.7193,0.05576933777924263,0.48361924697596587,0,Low
12/23/2016,12/30/2016,Standard Class,Edward Hooks,Corporate,United States,Seattle,Washington,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2.0,0.0,18.2112,0.013374824681930575,0.5244293992270248,0,Low
12/28/2017,01-04-2018,Standard Class,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,7.0,0.0,34.776,0.025684543045847368,0.6749251827503313,1,Medium
4/14/2017,4/17/2017,First Class,Alan Barnes,Consumer,United States,Toledo,Ohio,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,13.872,3.0,0.2,5.0286,0.004789768130706309,0.40466183693382834,0,Low
11-11-2014,11/15/2014,Standard Class,Brosina Hoffman,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,10.984,2.0,0.6,-7.9634,0.0037596184165657204,0.2866259282880978,0,Low
4/26/2015,05-01-2015,Standard Class,Bart Watters,Corporate,United States,San Diego,California,West,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,311.976,3.0,0.2,38.997,0.11112347671248121,0.7132741336734861,0,Low
03-05-2015,03-05-2015,Same Day,Luke Foster,Consumer,United States,New York City,New York,East,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7.0,0.1,63.9345,0.1366742572435077,0.9398382094010804,1,Medium
6/25/2016,6/29/2016,Standard Class,Theresa Swint,Corporate,United States,York,Pennsylvania,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4.0,0.7,-27.9312,0.013427616287779885,0.1052129497893125,0,Low
09-08-2016,9/15/2016,Standard Class,Liz Preis,Consumer,United States,Visalia,California,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2.0,0.0,65.435,0.09320429352703573,0.9534706663686696,0,Low
10-03-2015,10-09-2015,Standard Class,Mary Zewe,Corporate,United States,Reading,Pennsylvania,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008,2.0,0.2,1.5008,0.0051949793756037145,0.37261079948613685,0,Low
4/25/2017,4/26/2017,First Class,Parhena Norris,Home Office,United States,Nashville,Tennessee,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92,5.0,0.2,6.792,0.024068691866811057,0.4206828130195643,0,Low
11-12-2016,11/15/2016,First Class,Dianna Wilson,Home Office,United States,San Diego,California,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,674.352,3.0,0.2,-8.4294,0.24038301023443753,0.28239218956973955,0,Low
11-10-2016,11-12-2016,First Class,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2.0,0.0,54.7136,0.12181877069751978,0.856063785907283,0,Low
6/21/2016,6/26/2016,Standard Class,Adam Shillingsburg,Consumer,United States,New York City,New York,East,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",186.144,6.0,0.2,60.4968,0.06623919733930306,0.9086057553407798,1,Medium
4/25/2014,4/29/2014,Standard Class,Dianna Arnett,Home Office,United States,Houston,Texas,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.24,3.0,0.2,0.546,0.002067433429071624,0.36393617775161224,0,Low
9/21/2017,9/26/2017,Standard Class,Rick Hansen,Consumer,United States,Rochester,Minnesota,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,20.16,7.0,0.0,9.8784,0.007032697979222936,0.448723609543901,1,Medium
06-07-2014,06-10-2014,Second Class,Bart Pistole,Corporate,United States,Peoria,Illinois,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3.0,0.8,-20.5623,0.0042868210749797755,0.17216144172431277,0,Low
11/18/2017,11/23/2017,Second Class,Jim Sink,Corporate,United States,Miramar,Florida,South,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,41.472,8.0,0.2,14.5152,0.014634689221523566,0.4908502183191876,1,Medium
9/17/2014,9/21/2014,Standard Class,Bradley Nguyen,Consumer,United States,Seattle,Washington,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3.0,0.0,16.2204,0.020505258471982635,0.5063424313289397,0,Low
08-08-2014,8/15/2014,Standard Class,Lena Radford,Consumer,United States,San Diego,California,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2.0,0.0,22.0748,0.026993632190894446,0.5595312724292757,0,Low
9/21/2014,9/23/2014,Second Class,Jack Garza,Consumer,United States,Des Moines,Washington,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2.0,0.2,27.7182,0.08772680772013029,0.610803120247265,0,Low
3/13/2015,3/15/2015,First Class,Marc Crier,Consumer,United States,Seattle,Washington,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2.0,0.0,39.7488,0.05047876279304692,0.7201044443354212,0,Low
5/26/2016,5/26/2016,Same Day,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1.0,0.2,-7.1991,0.02266757411156721,0.2935698049027785,0,Low
12-05-2014,12-09-2014,Standard Class,Erin Ashbrook,Corporate,United States,Columbus,Ohio,East,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,1.0,0.4,-9.1845,0.012946071234424693,0.2755318974962796,0,Low
12-10-2015,12/16/2015,Standard Class,Khloe Miller,Consumer,United States,Roswell,Georgia,South,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,1.78,1.0,0.0,0.4984,0.0004765512528018788,0.36350371860355674,0,Low
12/16/2014,12/21/2014,Standard Class,Ed Jacobs,Consumer,United States,Huntsville,Texas,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,36.288,7.0,0.2,12.7008,0.012785556216639628,0.4743658931462494,1,Medium
6/20/2016,6/25/2016,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2.0,0.0,6.104,0.007617686044039614,0.4144321429804431,0,Low
09-11-2016,9/17/2016,Standard Class,Eugene Barchas,Consumer,United States,San Jose,California,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94,3.0,0.0,6.6588,0.11860133634102805,0.41947265422710656,0,Low
7/14/2015,7/19/2015,Second Class,Toby Gnade,Consumer,United States,Mesa,Arizona,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,18.496,4.0,0.2,6.7048,0.006439149113457721,0.4198905769332106,0,Low
12-01-2016,12-07-2016,Standard Class,Rick Duston,Consumer,United States,Richmond,Indiana,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3.0,0.0,5.193,0.006016102866584197,0.4061554563443393,0,Low
10/19/2017,10/24/2017,Second Class,Hilary Holden,Corporate,United States,San Francisco,California,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10.0,0.0,15.12,0.011077676427406547,0.4963449933768337,2,High
09-01-2017,09-06-2017,Standard Class,Sung Shariari,Consumer,United States,Redmond,Washington,West,TEC-AC-10001998,Technology,Accessories,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1.0,0.0,6.7966,0.006972058972504133,0.4207246052901747,0,Low
12/22/2016,12/28/2016,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10.0,0.7,-25.056,0.011013470420292522,0.13133493597605853,2,High
12/13/2015,12/15/2015,First Class,Rob Dowd,Consumer,United States,Temecula,California,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5.0,0.0,27.3735,0.08860643001759244,0.6076714255343506,0,Low
3/27/2017,3/29/2017,Second Class,Lena Cacioppo,Consumer,United States,Richmond,Virginia,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,17.76,2.0,0.0,8.88,0.006176617884369262,0.43965286976619955,0,Low
10-10-2016,10-12-2016,First Class,William Brown,Consumer,United States,La Porte,Texas,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",16.392,2.0,0.8,-26.2272,0.005688652230302667,0.12069426046760104,0,Low
09-02-2017,09-08-2017,Standard Class,Anthony Witt,Consumer,United States,Bakersfield,California,West,OFF-LA-10004544,Office Supplies,Labels,Avery 505,74.0,5.0,0.0,37.0,0.02623742810710703,0.6951308370628393,0,Low
12/27/2014,12/31/2014,Standard Class,Corey-Lock,Consumer,United States,Skokie,Illinois,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,30.016,4.0,0.2,3.0016,0.010548333568755359,0.38624598203659194,0,Low
12/25/2017,12/30/2017,Standard Class,Cynthia Voltz,Corporate,United States,New York City,New York,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2.0,0.0,10.9096,0.01480875884081048,0.4580923463816071,0,Low
7/23/2016,7/28/2016,Standard Class,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,Central,OFF-AR-10001216,Office Supplies,Art,Newell 339,4.448,2.0,0.2,0.3336,0.0014282269582475472,0.36200646508255796,0,Low
2/14/2016,2/15/2016,First Class,Dave Kipp,Consumer,United States,Clinton,Maryland,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",4.77,1.0,0.0,2.1465,0.0015430843709737482,0.37847716234116674,0,Low
6/15/2017,6/19/2017,Standard Class,Joe Elijah,Consumer,United States,Monroe,North Carolina,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,77.728,2.0,0.2,-3.8864,0.027567205854446407,0.3236665994356227,0,Low
04-10-2015,4/16/2015,Standard Class,Eugene Hildebrand,Home Office,United States,Rochester,New York,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,14.67,3.0,0.0,6.0147,0.005074414762245156,0.4136208278140281,0,Low
5/19/2017,5/23/2017,Standard Class,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4.0,0.0,4.068,0.024025887862068374,0.3959345205972298,0,Low
11/15/2016,11/19/2016,Standard Class,Anna HÃ¤berlin,Corporate,United States,San Diego,California,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2.0,0.2,27.1032,0.128744458664886,0.6052156753721785,0,Low
12/20/2015,12/26/2015,Standard Class,John Murray,Consumer,United States,Arlington,Virginia,South,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3.0,0.0,10.881,0.012779135615928227,0.45783250748172505,0,Low
6/29/2017,6/30/2017,First Class,Max Engle,Consumer,United States,Dallas,Texas,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,307.314,3.0,0.3,-39.5118,0.10946054112822796,0.0,0,Low
12/26/2016,01-02-2017,Standard Class,Brenda Bowman,Corporate,United States,Vineland,New Jersey,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,212.94,3.0,0.0,25.5528,0.07579733159834434,0.5911298631212285,0,Low
09-11-2015,9/15/2015,Standard Class,Steven Cartwright,Consumer,United States,Redlands,California,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3.0,0.0,4.2336,0.002923513523925299,0.3974390423392043,0,Low
10-02-2017,10-06-2017,Standard Class,Chad McGuire,Consumer,United States,San Francisco,California,West,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,369.16,11.0,0.2,32.3015,0.13152101177252812,0.6524436667448001,2,High
6/19/2017,6/23/2017,Standard Class,Allen Rosenblatt,Corporate,United States,New York City,New York,East,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,97.82,2.0,0.0,45.9754,0.03473402304852975,0.776674825244712,0,Low
11/27/2017,11/30/2017,Second Class,Resi PÃ¶lking,Consumer,United States,New York City,New York,East,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",107.424,6.0,0.2,36.2556,0.038159770228102546,0.6883677574449296,1,Medium
11/24/2017,12-01-2017,Standard Class,Maribeth Yedwab,Corporate,United States,Memphis,Tennessee,South,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,3.0,0.7,-7.782,0.00400538474379663,0.28827399739434284,0,Low
11/26/2016,11/30/2016,Standard Class,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,37.17,9.0,0.0,10.4076,0.013100165651498356,0.45353153771934135,1,Medium
4/15/2017,4/17/2017,First Class,Shahid Hopkins,Consumer,United States,Arlington,Virginia,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1.0,0.0,2.0049,0.001585888375716432,0.3771906872284639,0,Low
03-09-2017,3/13/2017,Standard Class,Karl Braun,Consumer,United States,Los Angeles,California,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2.0,0.2,59.998,0.1710519369525546,0.9040740195624168,0,Low
12-08-2017,12-12-2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,55.98,1.0,0.0,27.4302,0.019809693394914025,0.6081865606960049,0,Low
8/26/2016,09-02-2016,Standard Class,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2.0,0.2,13.1956,0.016957519878893202,0.47886128781973364,0,Low
8/25/2015,8/25/2015,Same Day,Mick Crebagga,Consumer,United States,Houston,Texas,Central,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,2.0,0.6,-16.5858,0.007012722777009684,0.2082890426117626,0,Low
03-05-2017,03-05-2017,Same Day,Pete Kriz,Consumer,United States,Milwaukee,Wisconsin,Central,OFF-LA-10003537,Office Supplies,Labels,Avery 515,25.06,2.0,0.0,11.7782,0.008780528172882522,0.46598381730599764,0,Low
09-01-2015,09-08-2015,Standard Class,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,1.0,0.0,15.185,0.021507585583040483,0.49693553633111115,0,Low
10-03-2014,10-09-2014,Standard Class,Sara Luxemburg,Home Office,United States,Durham,North Carolina,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,6.192,3.0,0.2,0.4644,0.0020503118271745506,0.36319481921208857,0,Low
2/21/2016,2/26/2016,Second Class,Matthew Clasen,Corporate,United States,Los Angeles,California,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4.0,0.2,6.496,0.006461977915987153,0.417993571258547,0,Low
12-10-2017,12-10-2017,Same Day,Chris Cortes,Consumer,United States,Fairfield,Connecticut,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3.0,0.0,5.1042,0.003715387611664947,0.4053486838160341,0,Low
11/16/2015,11/20/2015,Standard Class,Heather Kirkland,Corporate,United States,Boise,Idaho,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo CordedÂ Headset,304.776,3.0,0.2,22.8582,0.1085552364279202,0.5666486778197518,0,Low
01-10-2016,1/17/2016,Standard Class,Ken Black,Corporate,United States,Seattle,Washington,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2.0,0.0,13.2962,0.024803493948227128,0.47977526660743075,0,Low
03-05-2017,03-05-2017,Same Day,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68,4.0,0.0,19.6328,0.015065582869266582,0.5373450279008833,0,Low
11/26/2015,11/30/2015,Standard Class,Guy Phonely,Corporate,United States,Leominster,Massachusetts,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,10.95,3.0,0.0,5.1465,0.00374749061522196,0.40573299100012544,0,Low
6/25/2017,07-02-2017,Standard Class,Max Ludwig,Home Office,United States,Springfield,Oregon,West,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2.0,0.2,0.7348,0.0017478301936595857,0.3656514779018827,0,Low
4/17/2015,4/21/2015,Standard Class,George Ashbrook,Consumer,United States,San Francisco,California,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2.0,0.0,2.224,0.0018248774021964163,0.37918127124818984,0,Low
